Nombre;Categoria;Subcategoria;Color;Precio;Venta;Tallas;Referencia;Otros;
ANUBIS;Mujer;Bota;negro;49,90€;Si;36-37-38-39-40;50258-C27784;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Alta;
ALMA;Mujer;Botín;negro;45,90€;Si;38;50192-C47638;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
STORM;Mujer;Botín;negro;49,90€;Si;38-39-40-41;58695-C35856;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
ALMA;Mujer;Botín;negro;45,90€;Si;36-37-38-39-40;50192-C48871;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
MIRIANA;Mujer;Bota;negro;55,90€;Si;36-37-38-39-40-41;50165-C49874;Material principal:Sintetico$Altura:7.50 cm$Material de la suela:Externa$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta;
NEW CLODE;Mujer;Botín;negro;49,90€;Si;36-37-38-39-40-41;58440-C47638;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Baja;
ANUBIS;Mujer;Bota;marron;49,90€;Si;36-37-38-39-40-41;50258-C27834;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Alta;
MAKA;Mujer;Bota;kaki;59,90€;Si;36-37-38-39-40-41;58577-C50087;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta;
serraje MARILYN;Mujer;Bota;marron;99,90€;Si;36-37-38-39-40-41;58134-C47011;Material principal:Serraje$Altura:8.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
FENTA;Mujer;Bota;marron;59,90€;Si;36-37-38-39-40-41;50287-C27834;Material principal:Sintetico$Altura:8.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta;
PERSEAM;Mujer;Botín;cuero;49,90€;Si;36-37-38-39-40-41;58706-C27834;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
GLAMI;Mujer;Botín;marron;55,90€;Si;36-37-38-39-40-41;58714-C50141;Material principal:Sintetico$Altura:7 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
COLI;Mujer;Deportiva;azul;39,90€;Si;36-37-38-39-40-41;69606-C50126;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
CAM;Mujer;Deportiva;negro;39,90€;Si;36-37-38-39-40-41;69705-C13609;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
LARA;Mujer;Deportiva;negro;45,90€;Si;37-38-39-40;69523-C50134;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
PERDANG;Mujer;Deportiva;burdeos;39,90€;Si;36-37-38-39-40-41;69859-C50134;Material principal:Sintetico$Forro:Textil$Altura:2.50 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda;
JOGGO;Mujer;Deportiva;negro;39,90€;Si;37-38-39-40-41;69362-C37109;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda;
COLI;Mujer;Deportiva;verde;39,90€;Si;36-37-38-39-40;69606-C50125;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
ROCK;Mujer;Botín;negro;55,90€;Si;36-37-38-39-40-41;58797-C47638;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
STIRM;Mujer;Botín;negro;49,90€;Si;36-37-38-39-40-41;58158-C38732;Material principal:Sintetico$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Abierta$Tipo de caña:Media;
MAYA;Mujer;Bota;negro;55,90€;Si;36-37-38-39-40;58140-C50088;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
PERSEAM;Mujer;Botín;negro;49,90€;Si;36-37-38-39-40;58706-C27784;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
BESSI;Mujer;Botín;negro;49,90€;No;?;50202-C27784;Material principal:Sintetico$Altura:3 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
GLAMI;Mujer;Botín;negro;55,90€;Si;37-38-39-40-41;58714-C50142;Material principal:Sintetico$Altura:7 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
PASS;Mujer;BOTÍN;taupe;39,90€;Si;36-37-38-39-40-41;58853-C38313;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
LAMBRA;Mujer;Botín;beige;49,90€;Si;36-37-38-39-40;50187-C50165;Material principal:Sintetico$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Baja;
PERSEAM;Mujer;Botín;taupe;49,90€;Si;36-37-38-39;58706-C28595;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
LISON;Mujer;Botín;taupe;55,90€;Si;37-38-39-40-41;58597-C50059;Material principal:Sintetico$Altura:5 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
CENTA;Mujer;Bota;beige;99,90€;Si;36-38-39-40;50251-C47017;Material principal:Serraje$Altura:5.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
MYRA;Mujer;Bota;beige;99,90€;Si;38-41;50340-C47017;Material principal:Serraje$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
BIGGER-K;Mujer;Deportiva;blanco;29,90€;Si;37-38-39-40;69423-C19667;Material principal:Sintetico$Altura:4 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda;
SAONA;Mujer;Deportiva;gris;45,90€;Si;36-37-38-39-40-41;69612-C50052;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
CAM;Mujer;Deportiva;nude;39,90€;Si;36-37-38-39-40-41;69705-C50035;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
CORE;Mujer;Deportiva;gris;39,90€;Si;36-37-38-39-40-41;69418-C50112;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda;
LARA;Mujer;Deportiva;beige;45,90€;Si;36-37-39-40-41;69523-C27820;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
PERDANG;Mujer;Deportiva;azul;39,90€;Si;36-37-38-39-40-41;69859-C50135;Material principal:Sintetico$Forro:Textil$Altura:2.50 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda;
MYRA;Mujer;Bota;marron;99,90€;Si;36-37-38-39-40-41;50340-C51437;Material principal:Serraje$Altura:8 cm$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
CASIO;Mujer;Bota;marron;99,90€;Si;36-37-38-39-40-41;50336-C51437;Material principal:Piel$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Alta;
CASIONE;Mujer;Botín;marron;89,90€;Si;36-40-41;50335-C51437;Material principal:Serraje$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media;
CENTA;Mujer;Bota;cuero;99,90€;Si;36-38-39-40;50251-C47011;Material principal:Serraje$Altura:5.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
TEO;Mujer;Bota;marron;99,90€;Si;36-37-38-39-40-41;58964-C6047;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
ARES;Mujer;Bota;cuero;99,90€;Si;37-38-39;58964-C49843;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
BERGAN;Mujer;Mochila;negro;39,90€;Si;OS;BERGAN-C50261;Material principal:Sintetico$Base:13$Altura:27 cm$Ancho:23$Tipo de cierre:Cremallera$Material del interior:Textil;
MANTU;Mujer;Mochila;negro;39,90€;Si;OS;MANTU-C50292;Material principal:Sintetico$Forro:Textil$Base:11$Altura:28 cm$Ancho:24$Tipo de cierre:Solapa$Material del interior:Sintético;
LACIO;Mujer;Bolso;marron;36,90€;Si;OS;LACIO-C50296;Material principal:Sintetico$Base:20$Altura:31 cm$Ancho:39$Tipo de cierre:Cremallera$Material del interior:Textil;
bandolera CAPRI;Mujer;Bolso;marron;36,90€;Si;OS;CAPRI-C50293;Material principal:Sintetico$Base:9$Altura:17 cm$Ancho:26$Tipo de cierre:Solapa$Material del interior:Textil;
MASALA;Mujer;Mochila;marron;39,90€;Si;OS;MASALA-C50336;Material principal:Sintetico$Forro:Textil$Base:10$Altura:26 cm$Ancho:21$Tipo de cierre:Cremallera$Material del interior:Textil;
MASALA;Mujer;Mochila;negro;39,90€;Si;OS;MASALA-C50335;Material principal:Sintetico$Forro:Textil$Base:10$Altura:26 cm$Ancho:21$Tipo de cierre:Cremallera$Material del interior:Textil;
TACANA;Mujer;Botín;burdeos;49,90€;Si;36-37-38-39-40-41;50296-C48335;Material principal:Sintetico$Altura:4 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
ALMA;Mujer;Botín;burdeos;45,90€;Si;36-37-38-39-40-41;50192-C48335;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
COSMO;Mujer;Botín;negro;89,90€;Si;37-38-39-40;51450-C51819;Material principal:Piel$Altura:7 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Textil$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media;
NEWCOSMO;Mujer;Bota;negro;89,90€;Si;36-37-38-39-40-41;51465-C51819;Material principal:Piel$Altura:7 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Textil$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media;
CAMPANI;Mujer;Botín;negro;49,90€;No;?;50355-C47638;Material principal:Sintetico$Altura:3.50 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
CASIONE;Mujer;Botín;marron;89,90€;Si;37-38-39-41;50335-C51437;Material principal:Serraje$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media;
PANA;Mujer;Botín;negro;39,90€;Si;36-37-38-39-40-41;58712-C48487;Material principal:Sintetico$Altura:6 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
CLOSE;Mujer;Botín;negro;49,90€;Si;37-38-39-40-41;58267-C47638;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
STORMI;Mujer;Botín;negro;49,90€;Si;36-37-38-39-40-41;58709-C47638;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
CALM;Mujer;Botín;negro;49,90€;Si;36-37-38-39-40;50270-C47638;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
SAGITTI;Mujer;Botín;negro;49,90€;Si;36-37-38-39-40;58907-C50055;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
ERIS;Mujer;Botín;negro;45,90€;Si;36-37-39-41;50495-C35442;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
LAIMA;Mujer;BOTÍN;negro;49,90€;Si;38-39-40-41;58604-C47168;Material principal:Sintetico$Altura:7.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
BASS;Mujer;Zapato;negro;39,90€;Si;38-39-40-41;50269-C48487;Material principal:Sintetico$Altura:8 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
ANI;Mujer;Zapato;negro;36,90€;Si;36-37-38-39-40-41;58428-C48487;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
ALISE;Mujer;Zapato;negro;45,90€;Si;36-37-38-39-40-41;58367-C50055;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
GLANY;Mujer;Zapatos;negro;45,90€;Si;37-38-39-40-41;50150-C27784;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
GLASI;Mujer;Zapato;negro;45,90€;Si;37-38-39-40;58574-C50061;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
ALMA;Mujer;Botín;cuero;45,90€;Si;37-38-39-40-41;50192-C50144;Material principal:Sintetico$Altura:3 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
GLASI;Mujer;Zapato;marron;45,90€;Si;37-38-39-40-41;58574-C50060;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
LANSA;Mujer;Bota;marron;59,90€;Si;36-37-38-39-40;50280-C27834;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Vaquero$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Goma$Tipo de puntera:Redonda$Tipo de caña:Alta;
PANA;Mujer;Botín;marron;39,90€;Si;36-37-38-39-40-41;58712-C27834;Material principal:Sintetico$Altura:6 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
RIANA;Mujer;Bota;marron;55,90€;Si;36-37-38-39-40-41;50172-C50091;Material principal:Sintetico$Altura:7.50 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta;
SYRA;Mujer;Botín;marron;89,90€;Si;38-39-40;50347-C51437;Material principal:Piel$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja;
WESTER;Mujer;Botín;marron;89,90€;Si;36-38-39;50341-C49743;Material principal:Piel$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja;
MARILYN;Mujer;Bota;cuero;99,90€;Si;40;58134-C49890;Material principal:Piel$Altura:8.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
bandolera LIVA;Mujer;Bolso;marron;29,90€;Si;OS;LIVA-C50296;Material principal:Sintetico$Base:6$Altura:15 cm$Ancho:23$Tipo de cierre:Solapa$Material del interior:Textil;
bandolera LIVA;Mujer;Bolso;marron;29,90€;Si;OS;LIVA-C50300;Material principal:Sintetico$Base:6$Altura:15 cm$Ancho:23$Tipo de cierre:Solapa$Material del interior:Textil;
LACIO;Mujer;Bolso;negro;36,90€;Si;OS;LACIO-C50297;Material principal:Sintetico$Base:20$Altura:31 cm$Ancho:39$Tipo de cierre:Cremallera$Material del interior:Textil;
bandolera CAPRI;Mujer;Bolso;negro;36,90€;Si;OS;CAPRI-C50292;Material principal:Sintetico$Base:9$Altura:17 cm$Ancho:26$Tipo de cierre:Solapa$Material del interior:Textil;
bandolera MESINA;Mujer;Bolso;negro;36,90€;Si;OS;MESINA-C50335;Material principal:Sintetico$Forro:Textil$Base:7.50$Altura:14 cm$Ancho:21$Tipo de cierre:Cremallera$Material del interior:Sintético;
bandolera MESINA;Mujer;Bolso;marron;36,90€;Si;OS;MESINA-C50336;Material principal:Sintetico$Forro:Textil$Base:7.50$Altura:14 cm$Ancho:21$Tipo de cierre:Cremallera$Material del interior:Sintético;
CASIONE;Mujer;Botín;negro;89,90€;Si;36-37-38-39-40-41;50335-C47013;Material principal:Serraje$Altura:5 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media;
alta CASIO;Mujer;Bota;negro;99,90€;Si;37-38-39-40-41;50336-C47013;Material principal:Serraje$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Alta;
MYRA;Mujer;Bota;negro;99,90€;Si;39;50340-C47013;Material principal:Serraje$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
ARES;Mujer;Bota;negro;99,90€;Si;38-39-41;58964-C49742;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
FENTA;Mujer;Bota;negro;59,90€;Si;36-37-38-39;50287-C27784;Material principal:Sintetico$Altura:8.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta;
ALISON;Mujer;Bota;negro;59,90€;Si;37-39;50290-C49874;Material principal:Sintetico$Altura:7.50 cm$Material de la suela:De goma$Tipo de tacón:Vaquero$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Goma$Tipo de puntera:Redonda$Tipo de caña:Alta;
ANTRAM;Mujer;Bolso;beige;45,90€;No;?;ANTRAM-C50270;Material principal:Sintetico$Base:14$Altura:32 cm$Ancho:32$Tipo de cierre:Cremallera$Material del interior:Textil;
ROMA;Mujer;Bolso;marron;36,90€;Si;OS;ROMA-C50282;Material principal:Sintetico$Base:10$Altura:15 cm$Ancho:23$Tipo de cierre:Cremallera$Material del interior:Textil;
RIMINI;Mujer;Bolso;negro;45,90€;Si;OS;RIMINI-C50280;Material principal:Sintetico$Forro:Textil$Base:9$Altura:29 cm$Ancho:35$Tipo de cierre:Cremallera$Material del interior:Sintético;
de bandolera BARI;Mujer;Bolso;negro;36,90€;Si;OS;BARI-C50261;Material principal:Sintetico$Base:7$Altura:14.50 cm$Ancho:22$Tipo de cierre:Solapa$Material del interior:Textil;
bandolera EMILIA;Mujer;Bolso;negro;36,90€;Si;OS;EMILIA-C50379;Material principal:Sintetico$Forro:Textil$Base:6$Altura:16 cm$Ancho:22$Tipo de cierre:Cremallera$Material del interior:Textil;
ROMA;Mujer;Bolso;negro;36,90€;Si;OS;ROMA-C50280;Material principal:Sintetico$Base:10$Altura:15 cm$Ancho:23$Tipo de cierre:Cremallera$Material del interior:Textil;
